"","datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
"63","2025-11-03 16:00:00",800,200,700,100,407.09,"1b","1b","1b","1b","1b"
"64","2025-11-03 17:00:00",836,225,724,112,404.34,"1b","1b","1b","1b","1b"
"65","2025-11-03 18:00:00",832,208,728,104,408.65,"1b","1b","1b","1b","1b"
"66","2025-11-03 19:00:00",802,195,705,98,406.95,"1b","1b","1b","1b","1b"
"67","2025-11-03 20:00:00",693,264,561,132,410.26,"1b","1b","1b","1b","1b"
"68","2025-11-03 21:00:00",835,199,735,100,404.51,"1b","1b","1b","1b","1b"
"69","2025-11-03 22:00:00",644,128,580,64,409.08,"1b","1b","1b","1b","1b"
"70","2025-11-03 23:00:00",697,87,654,44,405.81,"1b","1b","1b","1b","1b"
"71","2025-11-04 00:00:00",534,73,498,36,410.98,"1b","1b","1b","1b","1b"
"72","2025-11-04 01:00:00",561,65,528,32,403.71,"1b","1b","1b","1b","1b"
"73","2025-11-04 02:00:00",477,58,448,29,406.7,"1b","1b","1b","1b","1b"
"74","2025-11-04 03:00:00",435,54,408,27,403.39,"1b","1b","1b","1b","1b"
"75","2025-11-04 04:00:00",477,51,452,26,407.75,"1b","1b","1b","1b","1b"
"76","2025-11-04 05:00:00",354,53,328,26,406.86,"1b","1b","1b","1b","1b"
"77","2025-11-04 06:00:00",463,66,430,33,407.24,"1b","1b","1b","1b","1b"
"78","2025-11-04 07:00:00",561,94,514,47,403.74,"1b","1b","1b","1b","1b"
"79","2025-11-04 08:00:00",635,160,555,80,408.99,"1b","1b","1b","1b","1b"
"80","2025-11-04 09:00:00",806,160,726,80,408.05,"1b","1b","1b","1b","1b"
"81","2025-11-04 10:00:00",738,187,644,94,408.52,"1b","1b","1b","1b","1b"
"82","2025-11-04 11:00:00",1282,220,1172,110,403.08,"1b","1b","1b","1b","1b"
"83","2025-11-04 12:00:00",1110,204,1008,102,406.32,"1b","1b","1b","1b","1b"
"84","2025-11-04 13:00:00",1124,226,1011,113,415.41,"1b","1b","1b","1b","1b"
"85","2025-11-04 14:00:00",1415,287,1272,144,415.42,"1b","1b","1b","1b","1b"
"86","2025-11-04 15:00:00",1371,365,1188,182,406.16,"1b","1b","1b","1b","1b"
"87","2025-11-04 16:00:00",2011,533,1744,266,410.26,"1b","1b","1b","1b","1b"
"88","2025-11-04 17:00:00",1661,386,1468,193,409.11,"1b","1b","1b","1b","1b"
"89","2025-11-04 18:00:00",1309,295,1161,148,416.72,"1b","1b","1b","1b","1b"
"90","2025-11-04 19:00:00",1252,271,1116,136,414.45,"1b","1b","1b","1b","1b"
"91","2025-11-04 20:00:00",1177,223,1066,112,414.11,"1b","1b","1b","1b","1b"
"92","2025-11-04 21:00:00",1013,200,913,100,410.41,"1b","1b","1b","1b","1b"
"93","2025-11-04 22:00:00",1117,170,1032,85,414.21,"1b","1b","1b","1b","1b"
"94","2025-11-04 23:00:00",848,135,781,68,410.92,"1b","1b","1b","1b","1b"
"95","2025-11-05 00:00:00",945,140,875,70,412.01,"1b","1b","1b","1b","1b"
"96","2025-11-05 01:00:00",707,83,666,42,406.78,"1b","1b","1b","1b","1b"
"97","2025-11-05 02:00:00",709,72,673,36,409.89,"1b","1b","1b","1b","1b"
"98","2025-11-05 03:00:00",792,94,745,47,407.06,"1b","1b","1b","1b","1b"
"99","2025-11-05 04:00:00",773,105,721,52,414.15,"1b","1b","1b","1b","1b"
"100","2025-11-05 05:00:00",976,140,906,70,407.58,"1b","1b","1b","1b","1b"
"101","2025-11-05 06:00:00",1315,198,1216,99,411.87,"1b","1b","1b","1b","1b"
"102","2025-11-05 07:00:00",1705,298,1556,149,412.73,"1b","1b","1b","1b","1b"
"103","2025-11-05 08:00:00",2033,402,1832,201,424.81,"1b","1b","1b","1b","1b"
"104","2025-11-05 09:00:00",2186,414,1979,207,429.5,"1b","1b","1b","1b","1b"
"105","2025-11-05 10:00:00",2201,397,2003,198,421.55,"1b","1b","1b","1b","1b"
"106","2025-11-05 11:00:00",2240,415,2033,208,412.2,"1b","1b","1b","1b","1b"
"107","2025-11-05 12:00:00",2248,388,2054,194,412.72,"1b","1b","1b","1b","1b"
"108","2025-11-05 13:00:00",2254,413,2048,206,409.5,"1b","1b","1b","1b","1b"
"109","2025-11-05 14:00:00",2857,468,2623,234,414.98,"1b","1b","1b","1b","1b"
"110","2025-11-05 15:00:00",2925,513,2668,256,424.21,"1b","1b","1b","1b","1b"
"111","2025-11-05 16:00:00",2397,479,2158,240,417.83,"1b","1b","1b","1b","1b"
"112","2025-11-05 17:00:00",2566,555,2289,278,413.2,"1b","1b","1b","1b","1b"
"113","2025-11-05 18:00:00",4823,1827,3909,914,419.6,"1b","1b","1b","1b","1b"
"114","2025-11-05 19:00:00",5360,1740,4490,870,417.92,"1b","1b","1b","1b","1b"
"115","2025-11-05 20:00:00",4968,1591,4173,796,417.67,"1b","1b","1b","1b","1b"
"116","2025-11-05 21:00:00",4999,1503,4247,752,416.35,"1b","1b","1b","1b","1b"
"117","2025-11-05 22:00:00",4715,1089,4171,544,422.2,"1b","1b","1b","1b","1b"
"118","2025-11-05 23:00:00",4123,817,3714,408,419.35,"1b","1b","1b","1b","1b"
"119","2025-11-06 00:00:00",3783,755,3405,378,420.75,"1b","1b","1b","1b","1b"
"120","2025-11-06 01:00:00",3824,740,3454,370,417.38,"1b","1b","1b","1b","1b"
"121","2025-11-06 02:00:00",3918,711,3563,356,422,"1b","1b","1b","1b","1b"
"122","2025-11-06 03:00:00",3436,553,3159,276,420.84,"1b","1b","1b","1b","1b"
"123","2025-11-06 04:00:00",3003,433,2786,216,427.78,"1b","1b","1b","1b","1b"
"124","2025-11-06 05:00:00",2931,418,2722,209,421.43,"1b","1b","1b","1b","1b"
"125","2025-11-06 06:00:00",2846,491,2601,246,429.82,"1b","1b","1b","1b","1b"
"126","2025-11-06 07:00:00",4778,1246,4155,623,443.48,"1b","1b","1b","1b","1b"
"127","2025-11-06 08:00:00",5527,2014,4520,1007,458.06,"1b","1b","1b","1b","1b"
"128","2025-11-06 09:00:00",5708,2159,4629,1080,450.99,"1b","1b","1b","1b","1b"
"129","2025-11-06 10:00:00",5832,1802,4931,901,445.15,"1b","1b","1b","1b","1b"
"130","2025-11-06 11:00:00",3203,694,2856,347,428.92,"1b","1b","1b","1b","1b"
"131","2025-11-06 12:00:00",2767,549,2492,274,425.89,"1b","1b","1b","1b","1b"
"132","2025-11-06 13:00:00",2778,552,2502,276,418.65,"1b","1b","1b","1b","1b"
"133","2025-11-06 14:00:00",3112,676,2774,338,415.83,"1b","1b","1b","1b","1b"
"134","2025-11-06 15:00:00",3559,729,3195,364,411.36,"1b","1b","1b","1b","1b"
"135","2025-11-06 16:00:00",4532,1109,3977,554,422.31,"1b","1b","1b","1b","1b"
"136","2025-11-06 17:00:00",4925,1361,4245,680,425.93,"1b","1b","1b","1b","1b"
"137","2025-11-06 18:00:00",4745,1143,4174,572,433.07,"1b","1b","1b","1b","1b"
"138","2025-11-06 19:00:00",4183,1140,3613,570,427.37,"1b","1b","1b","1b","1b"
"139","2025-11-06 20:00:00",3587,978,3098,489,430.79,"1b","1b","1b","1b","1b"
"140","2025-11-06 21:00:00",3605,970,3120,485,433.19,"1b","1b","1b","1b","1b"
"141","2025-11-06 22:00:00",3238,703,2887,352,436.31,"1b","1b","1b","1b","1b"
"142","2025-11-06 23:00:00",2801,570,2516,285,429.27,"1b","1b","1b","1b","1b"
"143","2025-11-07 00:00:00",2090,353,1914,176,424.54,"1b","1b","1b","1b","1b"
"144","2025-11-07 01:00:00",1657,287,1513,144,415.37,"1b","1b","1b","1b","1b"
"145","2025-11-07 02:00:00",1543,231,1428,116,417.88,"1b","1b","1b","1b","1b"
"146","2025-11-07 03:00:00",1738,243,1617,122,414.83,"1b","1b","1b","1b","1b"
"147","2025-11-07 04:00:00",1550,231,1435,116,420.86,"1b","1b","1b","1b","1b"
"148","2025-11-07 05:00:00",1405,223,1293,112,415.33,"1b","1b","1b","1b","1b"
"149","2025-11-07 06:00:00",1465,232,1349,116,422.23,"1b","1b","1b","1b","1b"
"150","2025-11-07 07:00:00",1337,299,1187,150,419.9,"1b","1b","1b","1b","1b"
"151","2025-11-07 08:00:00",1671,489,1426,244,425.77,"1b","1b","1b","1b","1b"
"152","2025-11-07 09:00:00",1961,492,1715,246,429.65,"1b","1b","1b","1b","1b"
"153","2025-11-07 10:00:00",1877,383,1685,192,453.29,"1b","1b","1b","1b","1b"
"154","2025-11-07 11:00:00",2192,465,1959,232,437.84,"1b","1b","1b","1b","1b"
"155","2025-11-07 12:00:00",2197,498,1948,249,429.98,"1b","1b","1b","1b","1b"
"156","2025-11-07 13:00:00",2390,475,2153,238,424.78,"1b","1b","1b","1b","1b"
"157","2025-11-07 14:00:00",2329,418,2120,209,434.98,"1b","1b","1b","1b","1b"
"158","2025-11-07 15:00:00",2748,515,2490,258,421.88,"1b","1b","1b","1b","1b"
"159","2025-11-07 16:00:00",2724,694,2377,347,420.94,"1b","1b","1b","1b","1b"
"160","2025-11-07 17:00:00",1671,331,1505,166,416.05,"1b","1b","1b","1b","1b"
"161","2025-11-07 18:00:00",1828,356,1650,178,419.32,"1b","1b","1b","1b","1b"
"162","2025-11-07 19:00:00",2552,530,2287,265,411.96,"1b","1b","1b","1b","1b"
"163","2025-11-07 20:00:00",3473,777,3084,388,416.9,"1b","1b","1b","1b","1b"
"164","2025-11-07 21:00:00",2507,469,2272,234,414.52,"1b","1b","1b","1b","1b"
"165","2025-11-07 22:00:00",2517,434,2300,217,420.71,"1b","1b","1b","1b","1b"
"166","2025-11-07 23:00:00",2722,490,2477,245,415.34,"1b","1b","1b","1b","1b"
"167","2025-11-08 00:00:00",1884,323,1722,162,422.07,"1b","1b","1b","1b","1b"
"168","2025-11-08 01:00:00",1675,316,1517,158,421.6,"1b","1b","1b","1b","1b"
"169","2025-11-08 02:00:00",1398,253,1272,126,427.62,"1b","1b","1b","1b","1b"
"170","2025-11-08 03:00:00",1238,239,1118,120,423.81,"1b","1b","1b","1b","1b"
"171","2025-11-08 04:00:00",1253,202,1152,101,428.28,"1b","1b","1b","1b","1b"
"172","2025-11-08 05:00:00",1285,205,1183,102,428.09,"1b","1b","1b","1b","1b"
"173","2025-11-08 06:00:00",1314,233,1198,116,431.4,"1b","1b","1b","1b","1b"
"174","2025-11-08 07:00:00",1434,311,1278,156,429.11,"1b","1b","1b","1b","1b"
"175","2025-11-08 08:00:00",1381,313,1224,156,428.04,"1b","1b","1b","1b","1b"
"176","2025-11-08 09:00:00",1330,347,1156,174,420.3,"1b","1b","1b","1b","1b"
"177","2025-11-08 10:00:00",1544,334,1377,167,420.41,"1b","1b","1b","1b","1b"
"178","2025-11-08 11:00:00",1466,301,1315,150,413.08,"1b","1b","1b","1b","1b"
"179","2025-11-08 12:00:00",1636,287,1492,144,415.36,"1b","1b","1b","1b","1b"
"180","2025-11-08 13:00:00",1581,316,1423,158,404.96,"1b","1b","1b","1b","1b"
"181","2025-11-08 14:00:00",1459,277,1321,138,406.32,"1b","1b","1b","1b","1b"
"182","2025-11-08 15:00:00",1402,342,1231,171,404.17,"1b","1b","1b","1b","1b"
"183","2025-11-08 16:00:00",2714,1007,2210,504,419.12,"1b","1b","1b","1b","1b"
"184","2025-11-08 17:00:00",3452,1191,2857,596,420.71,"1b","1b","1b","1b","1b"
"185","2025-11-08 18:00:00",6526,2556,5248,1278,433.85,"1b","1b","1b","1b","1b"
"186","2025-11-08 19:00:00",12199,5142,9628,2571,441.89,"1b","1b","1b","1b","1b"
"187","2025-11-08 20:00:00",11784,3763,9902,1882,449.25,"1b","1b","1b","1b","1b"
"188","2025-11-08 21:00:00",12130,3731,10264,1866,446.04,"1b","1b","1b","1b","1b"
"189","2025-11-08 22:00:00",10739,2744,9367,1372,439.75,"1b","1b","1b","1b","1b"
"190","2025-11-08 23:00:00",8467,2214,7360,1107,439.18,"1b","1b","1b","1b","1b"
"191","2025-11-09 00:00:00",6709,1811,5804,906,441.02,"1b","1b","1b","1b","1b"
"192","2025-11-09 01:00:00",4957,1393,4261,696,433.88,"1b","1b","1b","1b","1b"
"193","2025-11-09 02:00:00",4635,1186,4042,593,431.55,"1b","1b","1b","1b","1b"
"194","2025-11-09 03:00:00",4513,974,4026,487,422.48,"1b","1b","1b","1b","1b"
"195","2025-11-09 04:00:00",3646,745,3273,372,423.79,"1b","1b","1b","1b","1b"
"196","2025-11-09 05:00:00",2781,613,2474,306,420.4,"1b","1b","1b","1b","1b"
"197","2025-11-09 06:00:00",2192,435,1975,218,424.91,"1b","1b","1b","1b","1b"
"198","2025-11-09 07:00:00",1525,247,1402,124,413.81,"1b","1b","1b","1b","1b"
"199","2025-11-09 08:00:00",1688,229,1574,114,417.53,"1b","1b","1b","1b","1b"
"200","2025-11-09 09:00:00",1736,269,1602,134,415.12,"1b","1b","1b","1b","1b"
"201","2025-11-09 10:00:00",1806,304,1654,152,419.21,"1b","1b","1b","1b","1b"
"202","2025-11-09 11:00:00",1565,244,1443,122,408.42,"1b","1b","1b","1b","1b"
"203","2025-11-09 12:00:00",1374,236,1256,118,409.7,"1b","1b","1b","1b","1b"
"204","2025-11-09 13:00:00",1574,237,1455,118,405.36,"1b","1b","1b","1b","1b"
"205","2025-11-09 14:00:00",1728,331,1563,166,410.42,"1b","1b","1b","1b","1b"
"206","2025-11-09 15:00:00",1491,229,1376,114,407.12,"1b","1b","1b","1b","1b"
"207","2025-11-09 16:00:00",1674,254,1547,127,405.47,"1b","1b","1b","1b","1b"
"208","2025-11-09 17:00:00",1557,225,1445,112,403.77,"1b","1b","1b","1b","1b"
"209","2025-11-09 18:00:00",1585,278,1446,139,411.53,"1b","1b","1b","1b","1b"
"210","2025-11-09 19:00:00",1697,260,1567,130,411.44,"1b","1b","1b","1b","1b"
"211","2025-11-09 20:00:00",1554,223,1442,112,413.53,"1b","1b","1b","1b","1b"
"212","2025-11-09 21:00:00",1872,203,1770,102,407.63,"1b","1b","1b","1b","1b"
"213","2025-11-09 22:00:00",1566,144,1494,72,411.9,"1b","1b","1b","1b","1b"
"214","2025-11-09 23:00:00",1236,76,1198,38,407.98,"1b","1b","1b","1b","1b"
"215","2025-11-10 00:00:00",880,58,851,29,413.45,"1b","1b","1b","1b","1b"
"216","2025-11-10 01:00:00",860,54,833,27,408.3,"1b","1b","1b","1b","1b"
"217","2025-11-10 02:00:00",764,38,745,19,411.24,"1b","1b","1b","1b","1b"
"218","2025-11-10 03:00:00",929,33,913,16,407.98,"1b","1b","1b","1b","1b"
"219","2025-11-10 04:00:00",596,40,576,20,413.33,"1b","1b","1b","1b","1b"
"220","2025-11-10 05:00:00",965,57,937,28,411.05,"1b","1b","1b","1b","1b"
"221","2025-11-10 06:00:00",348,106,295,53,419.61,"1b","1b","1b","1b","1b"
"222","2025-11-10 07:00:00",837,156,759,78,412.95,"1b","1b","1b","1b","1b"
"223","2025-11-10 08:00:00",487,243,365,122,417.32,"1b","1b","1b","1b","1b"
"224","2025-11-10 09:00:00",1444,371,1259,186,414.3,"1b","1b","1b","1b","1b"
"225","2025-11-10 10:00:00",852,399,653,200,419.8,"1b","1b","1b","1b","1b"
"226","2025-11-10 11:00:00",1077,296,929,148,411.35,"1b","1b","1b","1b","1b"
"227","2025-11-10 16:00:00",3430,531,3165,266,423.73,"1b","1b","1b","1b","1b"
"228","2025-11-10 17:00:00",1338,626,1025,313,415.2,"1b","1b","1b","1b","1b"
"229","2025-11-10 18:00:00",1025,351,850,176,415.35,"1b","1b","1b","1b","1b"
"230","2025-11-10 19:00:00",1059,432,843,216,412.75,"1b","1b","1b","1b","1b"
"231","2025-11-10 20:00:00",1686,783,1294,392,420.71,"1b","1b","1b","1b","1b"
"232","2025-11-10 21:00:00",1884,685,1541,342,418.15,"1b","1b","1b","1b","1b"
"233","2025-11-10 22:00:00",1812,503,1561,252,419.97,"1b","1b","1b","1b","1b"
"234","2025-11-10 23:00:00",915,268,781,134,418.59,"1b","1b","1b","1b","1b"
"235","2025-11-11 00:00:00",866,261,736,130,421.21,"1b","1b","1b","1b","1b"
"236","2025-11-11 01:00:00",1010,256,882,128,416.57,"1b","1b","1b","1b","1b"
"237","2025-11-11 02:00:00",863,223,751,112,415.78,"1b","1b","1b","1b","1b"
"238","2025-11-11 03:00:00",713,156,635,78,412.83,"1b","1b","1b","1b","1b"
"239","2025-11-11 04:00:00",1508,441,1288,220,422.8,"1b","1b","1b","1b","1b"
"240","2025-11-11 05:00:00",749,148,675,74,411.71,"1b","1b","1b","1b","1b"
"241","2025-11-11 06:00:00",590,150,515,75,417.64,"1b","1b","1b","1b","1b"
"242","2025-11-11 07:00:00",593,149,519,74,414.58,"1b","1b","1b","1b","1b"
"243","2025-11-11 08:00:00",668,226,555,113,421.35,"1b","1b","1b","1b","1b"
"244","2025-11-11 09:00:00",684,219,574,110,417.25,"1b","1b","1b","1b","1b"
"245","2025-11-11 10:00:00",746,197,647,98,412.59,"1b","1b","1b","1b","1b"
"246","2025-11-11 11:00:00",830,212,724,106,406,"1b","1b","1b","1b","1b"
"247","2025-11-11 12:00:00",849,200,749,100,408.75,"1b","1b","1b","1b","1b"
"248","2025-11-11 13:00:00",740,231,624,116,405.66,"1b","1b","1b","1b","1b"
"249","2025-11-11 14:00:00",673,174,586,87,405.14,"1b","1b","1b","1b","1b"
"250","2025-11-11 15:00:00",663,188,569,94,401.21,"1b","1b","1b","1b","1b"
"251","2025-11-11 16:00:00",936,231,820,116,408.03,"1b","1b","1b","1b","1b"
"252","2025-11-11 17:00:00",997,235,879,118,406.03,"1b","1b","1b","1b","1b"
"253","2025-11-11 18:00:00",1298,210,1193,105,412.32,"1b","1b","1b","1b","1b"
"254","2025-11-11 19:00:00",1263,224,1151,112,403.33,"1b","1b","1b","1b","1b"
"255","2025-11-11 20:00:00",1024,213,917,106,409.31,"1b","1b","1b","1b","1b"
"256","2025-11-11 21:00:00",983,180,893,90,406.77,"1b","1b","1b","1b","1b"
"257","2025-11-11 22:00:00",1025,189,930,94,414.07,"1b","1b","1b","1b","1b"
"258","2025-11-11 23:00:00",793,144,721,72,407.85,"1b","1b","1b","1b","1b"
"259","2025-11-12 00:00:00",896,110,841,55,409.12,"1b","1b","1b","1b","1b"
"260","2025-11-12 01:00:00",540,72,504,36,407.58,"1b","1b","1b","1b","1b"
"261","2025-11-12 02:00:00",511,74,474,37,413.53,"1b","1b","1b","1b","1b"
"262","2025-11-12 03:00:00",717,236,599,118,409.66,"1b","1b","1b","1b","1b"
"263","2025-11-12 04:00:00",833,265,700,132,408.73,"1b","1b","1b","1b","1b"
"264","2025-11-12 05:00:00",510,104,458,52,406.77,"1b","1b","1b","1b","1b"
"265","2025-11-12 06:00:00",544,130,479,65,414.85,"1b","1b","1b","1b","1b"
"266","2025-11-12 07:00:00",621,162,540,81,414.04,"1b","1b","1b","1b","1b"
"267","2025-11-12 08:00:00",652,209,548,104,415.91,"1b","1b","1b","1b","1b"
"268","2025-11-12 09:00:00",770,251,644,126,408.86,"1b","1b","1b","1b","1b"
"269","2025-11-12 10:00:00",802,276,664,138,415.12,"1b","1b","1b","1b","1b"
"270","2025-11-12 11:00:00",1373,500,1123,250,431.63,"1b","1b","1b","1b","1b"
"271","2025-11-12 12:00:00",1643,447,1420,224,436.95,"1b","1b","1b","1b","1b"
"272","2025-11-12 13:00:00",1564,361,1383,180,417.43,"1b","1b","1b","1b","1b"
"273","2025-11-12 14:00:00",1286,304,1134,152,416.88,"1b","1b","1b","1b","1b"
"274","2025-11-12 15:00:00",1659,408,1455,204,412.97,"1b","1b","1b","1b","1b"
"275","2025-11-12 16:00:00",1836,480,1596,240,419.95,"1b","1b","1b","1b","1b"
"276","2025-11-12 17:00:00",1956,505,1704,252,416.02,"1b","1b","1b","1b","1b"
"277","2025-11-12 18:00:00",2155,533,1888,266,416.45,"1b","1b","1b","1b","1b"
"278","2025-11-12 19:00:00",2359,520,2099,260,414.15,"1b","1b","1b","1b","1b"
"279","2025-11-12 20:00:00",2587,474,2350,237,418.26,"1b","1b","1b","1b","1b"
"280","2025-11-12 21:00:00",2509,473,2272,236,415.9,"1b","1b","1b","1b","1b"
"281","2025-11-12 22:00:00",2547,483,2305,242,420.22,"1b","1b","1b","1b","1b"
"282","2025-11-12 23:00:00",2644,518,2385,259,418.14,"1b","1b","1b","1b","1b"
"283","2025-11-13 00:00:00",2638,485,2395,242,419.77,"1b","1b","1b","1b","1b"
"284","2025-11-13 01:00:00",2224,388,2030,194,414.83,"1b","1b","1b","1b","1b"
"285","2025-11-13 02:00:00",1715,288,1571,144,417.21,"1b","1b","1b","1b","1b"
"286","2025-11-13 03:00:00",1099,141,1029,70,412.01,"1b","1b","1b","1b","1b"
"287","2025-11-13 04:00:00",514,60,484,30,412.22,"1b","1b","1b","1b","1b"
"288","2025-11-13 05:00:00",543,65,510,32,410.33,"1b","1b","1b","1b","1b"
"289","2025-11-13 06:00:00",682,133,616,66,417.5,"1b","1b","1b","1b","1b"
"290","2025-11-13 07:00:00",1023,264,891,132,417.84,"1b","1b","1b","1b","1b"
"291","2025-11-13 08:00:00",1436,631,1121,316,422.49,"1b","1b","1b","1b","1b"
"292","2025-11-13 09:00:00",1245,444,1023,222,417.75,"1b","1b","1b","1b","1b"
"293","2025-11-13 10:00:00",1029,306,876,153,415.63,"1b","1b","1b","1b","1b"
"294","2025-11-13 11:00:00",980,266,847,133,408.73,"1b","1b","1b","1b","1b"
"295","2025-11-13 12:00:00",1111,262,980,131,408.26,"1b","1b","1b","1b","1b"
"296","2025-11-13 13:00:00",1169,268,1035,134,403.13,"1b","1b","1b","1b","1b"
"297","2025-11-13 14:00:00",1140,317,982,158,412.95,"1b","1b","1b","1b","1b"
"298","2025-11-13 15:00:00",970,292,824,146,411.32,"1b","1b","1b","1b","1b"
