"date..UTC.0.","Al_Flags","Al_Concentration..ng.m3.","Al_Concentration.Uncertainty..ng.m3.","Si_Flags","Si_Concentration..ng.m3.","Si_Concentration.Uncertainty..ng.m3.","P_Flags","P_Concentration..ng.m3.","P_Concentration.Uncertainty..ng.m3.","S_Flags","S_Concentration..ng.m3.","S_Concentration.Uncertainty..ng.m3.","Cl_Flags","Cl_Concentration..ng.m3.","Cl_Concentration.Uncertainty..ng.m3.","K_Flags","K_Concentration..ng.m3.","K_Concentration.Uncertainty..ng.m3.","Ca_Flags","Ca_Concentration..ng.m3.","Ca_Concentration.Uncertainty..ng.m3.","Ti_Flags","Ti_Concentration..ng.m3.","Ti_Concentration.Uncertainty..ng.m3.","V_Flags","V_Concentration..ng.m3.","V_Concentration.Uncertainty..ng.m3.","Cr_Flags","Cr_Concentration..ng.m3.","Cr_Concentration.Uncertainty..ng.m3.","Mn_Flags","Mn_Concentration..ng.m3.","Mn_Concentration.Uncertainty..ng.m3.","Fe_Flags","Fe_Concentration..ng.m3.","Fe_Concentration.Uncertainty..ng.m3.","Co_Flags","Co_Concentration..ng.m3.","Co_Concentration.Uncertainty..ng.m3.","Ni_Flags","Ni_Concentration..ng.m3.","Ni_Concentration.Uncertainty..ng.m3.","Cu_Flags","Cu_Concentration..ng.m3.","Cu_Concentration.Uncertainty..ng.m3.","Zn_Flags","Zn_Concentration..ng.m3.","Zn_Concentration.Uncertainty..ng.m3.","Ga_Flags","Ga_Concentration..ng.m3.","Ga_Concentration.Uncertainty..ng.m3.","Ge_Flags","Ge_Concentration..ng.m3.","Ge_Concentration.Uncertainty..ng.m3.","As_Flags","As_Concentration..ng.m3.","As_Concentration.Uncertainty..ng.m3.","Se_Flags","Se_Concentration..ng.m3.","Se_Concentration.Uncertainty..ng.m3.","Br_Flags","Br_Concentration..ng.m3.","Br_Concentration.Uncertainty..ng.m3.","Sr_Flags","Sr_Concentration..ng.m3.","Sr_Concentration.Uncertainty..ng.m3.","Y_Flags","Y_Concentration..ng.m3.","Y_Concentration.Uncertainty..ng.m3.","Zr_Flags","Zr_Concentration..ng.m3.","Zr_Concentration.Uncertainty..ng.m3.","Mo_Flags","Mo_Concentration..ng.m3.","Mo_Concentration.Uncertainty..ng.m3.","Pd_Flags","Pd_Concentration..ng.m3.","Pd_Concentration.Uncertainty..ng.m3.","Ag_Flags","Ag_Concentration..ng.m3.","Ag_Concentration.Uncertainty..ng.m3.","Cd_Flags","Cd_Concentration..ng.m3.","Cd_Concentration.Uncertainty..ng.m3.","In_Flags","In_Concentration..ng.m3.","In_Concentration.Uncertainty..ng.m3.","Sn_Flags","Sn_Concentration..ng.m3.","Sn_Concentration.Uncertainty..ng.m3.","Sb_Flags","Sb_Concentration..ng.m3.","Sb_Concentration.Uncertainty..ng.m3.","Te_Flags","Te_Concentration..ng.m3.","Te_Concentration.Uncertainty..ng.m3.","Ba_Flags","Ba_Concentration..ng.m3.","Ba_Concentration.Uncertainty..ng.m3.","La_Flags","La_Concentration..ng.m3.","La_Concentration.Uncertainty..ng.m3.","Ce_Flags","Ce_Concentration..ng.m3.","Ce_Concentration.Uncertainty..ng.m3.","Pt_Flags","Pt_Concentration..ng.m3.","Pt_Concentration.Uncertainty..ng.m3.","Hg_Flags","Hg_Concentration..ng.m3.","Hg_Concentration.Uncertainty..ng.m3.","Tl_Flags","Tl_Concentration..ng.m3.","Tl_Concentration.Uncertainty..ng.m3.","Pb_Flags","Pb_Concentration..ng.m3.","Pb_Concentration.Uncertainty..ng.m3.","Bi_Flags","Bi_Concentration..ng.m3.","Bi_Concentration.Uncertainty..ng.m3.","PM.size.fraction"
"2021-08-26 23:00:00","E: Uncertainty",469.0352,849.6921,NA,0,0,NA,0,0,NA,380.2383,31.3014,NA,405.8927,23.9751,NA,35.2736,5.6091,NA,43.3531,4.5548,"E: Uncertainty",0.3711,1.4676,"E: Uncertainty",0.1002,1.0217,"E: Uncertainty",0.6947,0.8398,"E: Uncertainty",0.3276,1.0633,NA,56.0561,3.2269,NA,0,0,"E: Uncertainty",0.1165,0.7048,NA,2.665,0.7636,NA,7.5828,0.8993,NA,0,0,NA,0,0,"E: Uncertainty",0.4494,0.509,NA,0,0,NA,2.355,0.8636,"E: Uncertainty",1.2053,2.169,NA,0,0,NA,0,0,"E: Uncertainty",0.5431,4.58,"E: Uncertainty",0.9072,12.9702,"E: Uncertainty",0.7756,16.7786,"E: Uncertainty",5.3239,19.572,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",21.4931,62.0977,"E: Uncertainty",1.1383,4.0464,NA,0,0,"E: Uncertainty",0.498,2.846,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 01:00:00","E: Uncertainty",197.8183,580.7196,NA,0,0,NA,0,0,NA,302.5422,20.8517,NA,222.8672,13.4585,NA,22.0067,3.446,NA,23.4546,2.6713,NA,0,0,NA,0,0,"E: Uncertainty",0.2484,0.5613,"E: Uncertainty",0.0876,0.7087,NA,27.72,1.6804,NA,0,0,"E: Uncertainty",0.0594,0.4723,NA,2.654,0.5268,NA,3.2658,0.5018,NA,0,0,NA,0,0,NA,0.4084,0.3541,NA,0,0,NA,1.2248,0.5755,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,14.8616,8.938,"E: Uncertainty",0.9794,11.4216,"E: Uncertainty",1.6567,13.5936,NA,0,0,"E: Uncertainty",6.3171,25.4633,"E: Uncertainty",6.1669,31.3546,NA,0,0,"E: Uncertainty",0.6617,2.6917,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-27 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 03:00:00","E: Uncertainty",283.897,574.1727,NA,0,0,NA,0,0,NA,176.6483,17.0896,NA,132.086,10.8042,NA,13.7683,3.1814,NA,16.0757,2.4675,NA,0,0,"E: Uncertainty",0.0295,0.7107,NA,1.1811,0.5929,"E: Uncertainty",0.1899,0.7104,NA,15.0739,1.2895,NA,0,0,"E: Uncertainty",0.1933,0.48,NA,0.705,0.4702,NA,5.045,0.5612,NA,0,0,NA,0,0,"E: Uncertainty",0.1777,0.3538,"E: Uncertainty",0.0813,0.4002,"E: Uncertainty",0.5214,0.5649,"E: Uncertainty",1.0529,1.4792,NA,0,0,NA,0,0,NA,0,0,NA,13.0504,8.8604,"E: Uncertainty",1.2893,11.4119,"E: Uncertainty",3.5396,13.5132,NA,0,0,"E: Uncertainty",3.2924,25.3852,"E: Uncertainty",8.0594,30.9528,"E: Uncertainty",4.3371,42.8185,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-27 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 05:00:00","E: Uncertainty",416.5097,577.369,NA,0,0,NA,0,0,NA,170.3287,16.7439,NA,102.5622,9.909,NA,12.635,3.136,NA,20.4475,2.5785,NA,5.1605,1.12,NA,0,0,"E: Uncertainty",0.0414,0.5592,"E: Uncertainty",0.6146,0.7155,NA,48.818,2.3587,NA,0,0,NA,0,0,NA,1.6861,0.4974,NA,34.082,1.4888,NA,0,0,NA,0,0,NA,0.3529,0.3525,"E: Uncertainty",0.2819,0.3973,NA,0.9289,0.5631,"E: Uncertainty",0.7974,1.4729,NA,0,0,NA,0,0,NA,0,0,NA,11.0607,8.6411,"E: Uncertainty",5.4839,11.4683,"E: Uncertainty",2.9417,13.2248,NA,0,0,"E: Uncertainty",0.4886,25.3794,"E: Uncertainty",1.2683,30.8482,"E: Uncertainty",7.0343,42.5577,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-27 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 07:00:00","E: Uncertainty",148.8255,578.3346,NA,0,0,NA,0,0,NA,153.1705,16.5334,NA,98.1514,9.9584,NA,12.417,3.2614,NA,46.4929,3.3449,NA,1.1917,1.0313,NA,0,0,"E: Uncertainty",0.1839,0.5683,NA,0.8618,0.7473,NA,91.0193,3.6909,NA,0.0024,1e-04,NA,0,0,NA,3.3708,0.5682,NA,16.8092,0.9471,NA,0,0,NA,0,0,"E: Uncertainty",0.0907,0.3488,"E: Uncertainty",0.0535,0.4009,"E: Uncertainty",0.1696,0.5612,"E: Uncertainty",0.1111,1.5006,NA,0,0,NA,0,0,NA,0,0,NA,22.5889,9.2251,"E: Uncertainty",5.7084,11.8979,"E: Uncertainty",0.1979,13.4902,NA,0,0,"E: Uncertainty",5.9362,25.7483,"E: Uncertainty",13.3115,31.41,"E: Uncertainty",8.325,43.0181,"E: Uncertainty",0.7214,2.7274,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.043,0.7164,NA,0,0,"PM2.5"
"2021-08-27 08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 09:00:00",NA,0,0,NA,0,0,NA,0,0,NA,178.4568,17.1313,NA,147.4588,11.1783,NA,18.9182,3.2146,NA,46.8618,3.2695,NA,1.3085,0.9674,NA,0,0,NA,0.7082,0.5468,"E: Uncertainty",0.41,0.6877,NA,66.9251,2.9171,NA,0,0,NA,0,0,NA,3.371,0.533,NA,7.2477,0.6234,NA,0,0,NA,0,0,NA,0.8955,0.3557,NA,0,0,"E: Uncertainty",0.4647,0.5337,"E: Uncertainty",0.2003,1.4102,NA,0,0,NA,0,0,NA,0,0,NA,20.876,8.658,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",9.3557,29.8092,"E: Uncertainty",2.0748,41.0927,"E: Uncertainty",0.8009,2.5597,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-27 10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 11:00:00","E: Uncertainty",169.734,578.8259,NA,0,0,NA,0,0,NA,182.9502,17.3393,NA,90.4933,9.7372,NA,21.1653,3.3919,NA,63.3161,3.7831,NA,1.0203,1.0007,NA,0,0,NA,0.7271,0.5842,"E: Uncertainty",0.6621,0.722,NA,64.0509,2.8277,NA,0,0,"E: Uncertainty",0.1478,0.4938,NA,2.1503,0.5169,NA,10.3634,0.7354,NA,0,0,NA,0,0,NA,2.1209,0.4037,NA,0,0,NA,0.6229,0.5637,"E: Uncertainty",0.3336,1.477,NA,0,0,NA,0,0,NA,0,0,NA,11.3892,8.7822,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",1.3661,31.0885,"E: Uncertainty",9.3842,42.726,"E: Uncertainty",1.2145,2.7005,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.29,0.7137,NA,0,0,"PM2.5"
"2021-08-27 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 13:00:00","E: Uncertainty",398.5845,590.8592,NA,0,0,NA,0,0,NA,198.8183,17.8246,NA,52.8142,8.7434,NA,17.2309,3.2442,NA,46.674,3.3081,NA,1.324,1.019,NA,0,0,"E: Uncertainty",0.0317,0.5668,"E: Uncertainty",0.0182,0.7213,NA,66.7013,2.9245,NA,0,0,NA,0,0,NA,1.966,0.5132,NA,7.2863,0.6434,NA,0,0,NA,0,0,NA,0.8286,0.3757,NA,0,0,NA,1.4575,0.5889,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",6.6899,8.7846,"E: Uncertainty",7.1506,11.8066,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",10.9825,43.2833,"E: Uncertainty",0.6813,2.7032,NA,0.0116,4e-04,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.964,0.7795,NA,0,0,"PM2.5"
"2021-08-27 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 15:00:00","E: Uncertainty",44.8079,585.0006,NA,0,0,NA,0,0,NA,240.2547,19.126,NA,26.3924,8.216,NA,22.4696,3.4393,NA,67.4943,3.9343,NA,1.9107,1.0514,NA,0,0,"E: Uncertainty",0.3309,0.5769,"E: Uncertainty",0.1826,0.7288,NA,76.1534,3.2197,NA,0,0,"E: Uncertainty",0.082,0.4873,NA,2.4351,0.5341,NA,5.3572,0.5826,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.122,0.4047,NA,1.516,0.5906,NA,0,0,"E: Uncertainty",0.2401,2.0188,NA,0,0,NA,0,0,"E: Uncertainty",5.4368,8.88,NA,0,0,"E: Uncertainty",3.934,13.6372,NA,0,0,NA,0.0489,0.0015,"E: Uncertainty",10.8048,31.6232,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.3513,0.7503,NA,0,0,"PM2.5"
"2021-08-27 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 17:00:00",NA,0,0,NA,0,0,NA,0,0,NA,225.5864,18.5956,NA,9.5549,7.7646,NA,34.8365,3.7538,NA,56.3081,3.6118,NA,2.7853,1.0536,"E: Uncertainty",0.1719,0.728,"E: Uncertainty",0.4607,0.5776,NA,1.1843,0.7473,NA,100.3991,3.9788,"E: Uncertainty",0.0391,0.5753,"E: Uncertainty",0.279,0.486,NA,4.1845,0.5828,NA,5.5916,0.5867,NA,0,0,NA,0,0,NA,1.1071,0.3816,"E: Uncertainty",0.0488,0.4003,NA,1.3717,0.5732,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,11.4353,8.8714,NA,0,0,"E: Uncertainty",1.3394,13.4489,NA,0,0,"E: Uncertainty",3.9704,25.2702,"E: Uncertainty",2.933,31.1773,"E: Uncertainty",0.8426,42.7453,"E: Uncertainty",0.7731,2.6963,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.107,0.7276,NA,0,0,"PM2.5"
"2021-08-27 18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 19:00:00",NA,0,0,NA,0,0,NA,0,0,NA,319.4634,21.2788,NA,55.183,8.9091,NA,50.7915,4.243,NA,52.9836,3.5239,NA,1.7592,1.0317,NA,0,0,NA,2.8531,0.633,NA,2.0675,0.7614,NA,103.2067,4.0679,NA,0,0,NA,1.17,0.5096,NA,3.9827,0.5669,NA,15.7658,0.9026,NA,0,0,NA,0,0,NA,2.0077,0.3982,"E: Uncertainty",0.0194,0.3916,NA,3.2952,0.6086,"E: Uncertainty",0.635,1.4486,NA,0,0,NA,0,0,NA,0,0,NA,13.9269,8.7107,NA,0,0,"E: Uncertainty",1.9289,13.2957,NA,0,0,NA,0,0,"E: Uncertainty",7.0886,30.6713,"E: Uncertainty",24.9734,42.2499,"E: Uncertainty",0.5488,2.7119,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2.9984,0.7814,NA,0,0,"PM2.5"
"2021-08-27 20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 21:00:00","E: Uncertainty",507.0765,599.6332,NA,0,0,NA,0,0,NA,219.0721,18.6608,NA,77.3002,9.5917,NA,34.3675,3.7993,NA,42.4809,3.2312,NA,1.745,1.0387,NA,0,0,NA,5.7623,0.7329,NA,4.3822,0.8404,NA,96.4368,3.8576,NA,0,0,NA,1.2896,0.5388,NA,3.3873,0.5731,NA,21.3376,1.0871,NA,0,0,NA,0,0,NA,1.1591,0.3916,NA,0.6945,0.4229,NA,2.4431,0.6012,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,9.4564,8.9924,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",5.3826,31.4896,NA,0,0,"E: Uncertainty",0.8155,2.7357,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2.6807,0.809,NA,0,0,"PM2.5"
"2021-08-27 22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-27 23:00:00",NA,0,0,NA,0,0,NA,0,0,NA,256.3368,27.0397,NA,112.4082,14.6546,NA,42.4224,5.7185,NA,37.7517,4.3688,NA,4.8301,1.6017,"E: Uncertainty",0.0247,1.0438,NA,2.2991,0.9039,NA,1.8884,1.0921,NA,92.7866,4.4428,NA,0,0,"E: Uncertainty",0.2397,0.7139,NA,2.9918,0.7867,NA,18.0778,1.2926,NA,0,0,NA,0,0,NA,0.9694,0.5423,NA,0.7862,0.5901,NA,3.0889,0.861,"E: Uncertainty",0.0833,2.1176,NA,0,0,NA,0,0,NA,0,0,NA,19.9791,13.4424,NA,0,0,NA,0,0,NA,0.1108,0.0035,"E: Uncertainty",10.2181,37.0142,"E: Uncertainty",15.1505,44.826,"E: Uncertainty",11.7121,62.0779,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.7997,1.1,NA,0,0,"PM2.5"
"2021-08-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-28 01:00:00","E: Uncertainty",548.5005,594.856,NA,0,0,NA,0,0,NA,288.2929,20.6716,NA,220.6379,13.5483,NA,39.3786,4.0425,NA,31.3002,2.9657,"E: Uncertainty",0.5126,1.0036,"E: Uncertainty",0.0392,0.7276,NA,1.4786,0.6188,"E: Uncertainty",0.0996,0.7412,NA,93.9456,3.7824,NA,0,0,NA,0,0,NA,2.6289,0.539,NA,13.4584,0.8404,NA,0,0,NA,0,0,NA,0.9376,0.3787,"E: Uncertainty",0.0804,0.4075,NA,2.831,0.6146,"E: Uncertainty",0.8125,1.5119,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",8.2554,9.026,NA,0,0,"E: Uncertainty",1.835,13.4447,NA,0,0,NA,0,0,"E: Uncertainty",2.5307,32.1187,"E: Uncertainty",4.2916,43.7913,"E: Uncertainty",1.2821,2.7447,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.8927,0.7477,NA,0,0,"PM2.5"
"2021-08-28 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
